prod_name,rating,user_review
Double Sunshine,4.36,"Pours a lightly hazy reddish golden with soapy white head. Some overripe mango and expressed grapefruit peel on the nose. A touch of mango but mostly citrus forward. Grapefruit is the central flavor that comes to mind. It's sticky, sappy, chewy. The chewiness of this is really what I'm enjoying the most. I remember this being much more tropical and less citrus forward when I had had it before but those are blurry memories from beer festivals and my palate memory is much more developed now than it was at that time. However, this is still a really nice DIPA that doesn't really have any rough edges."
Double Sunshine,4.84,Outstanding. Better than Heady Topper...but not by much.
Double Sunshine,4.33,"Look - great golden clear color with nice white head and great lacing
Smell - citrus dank herbal
Taste - about the same but dialed back, almost like orange peel with a slight lemon
Feel - medium full body with a medium carb
Overall - really fantastic"
Double Sunshine,4.34,"Small but lasting head. Some streaks for lace. Darker gold color. Clear.

Light earthiness. Some spiciness in the form of nutmeg or cinnamon. Good pale malt base, slightly sweet.

Drier than the smell. The body leans rich but the carbonation is also elevated. The hop bitterness shows up just prior to the swallow. The finish is approaching astringency. The hop is similar To black pepper. The aftertaste draws out some warmth from the alcohol. Surprisingly easy to drink with a good blend of all of the elements throughout the tasting."
Double Sunshine,4.77,"Quick review, can purchased at brewery:
Mostly clear with strong lacing; Nose is a bit light, fruity; taste starts a little sweet, with a hint of burn, but balances quickly and then slowly becomes bitter. The Transition is nice, only mild complaint is I wish is started just a little less bite. Awesome beer, and I'm mostly finding smaller detractions to bring it down from perfect."
Double Sunshine,4.9,"#67, yummy!"
Double Sunshine,4.41,"I finally got this up in Vermont this summer. I was expecting too much from it based on other people's ratings. I actually prefer SOS to the double. Don't get me wrong, this is a great DIPA, but I am getting bitter taste from the hops rather than the sweet taste I get from SOS. I love how this beer is clear, amber from the delicious malt, well-carbonated, and easy to drink."
Double Sunshine,4.46,"Pours a clear crisp orange-yellow color with a thick but airy white colored head that laces nicely on the way down. Aroma of floral hops, earthy smells and some sweet malts at the end of it. Tastes of toasted malts, nice earthy and slightly citrus hops and a warming alcohol feel at the back end. Thicker feeling than it looks, warming, nice amount of carbonation. Overall, this is what I miss about Double IPAs made in New England."
Double Sunshine,5,Looks great. Tastes great. Feels great. Smells great….. best product from Lawson’s by far.
White,4,"Long review short:
What seperates this wheat beer from all others in the pack is the quality of the ingredients. It feels and tastes like someone cares."
White,4.28,"Bottle from Whole Foods.

A mildly hazy light yellow with a dense, white head with excellent retention and lacing. The nose is rich and delicate with a blend of soft grain, light spice with soft clove and a really lovely, delicate citrus note. Delicate yeast notes and soft earth. The palate opens clean and spicy, lightly grainy and with a beautiful citrus note, clean and earthy. Delicate dough on the mid-palate, light wheat, drying on the finish. Crisply carbonated, lovely texture. Brilliant."
White,2.19,"I am not a fan of white beers or wit biers in general so this is a biased review from start. Had it on tap at high-end steakhouse. Good, solid pour with appreciable head. Unfortunately, tasted like other white beers and added nothing new. My opinion on these have not changed"
White,3.84,"Procured in a trade with @turkeysdrinkbeer in February 2022. Drunk in July 2022.

Pours a very pale, almost watery yellow. It has a thin foam rim around the edges and leaves lacing on the glass.

The nose is yeasty, vinous and spicy, with coriander peeking out between the layers. It's what I consider a classic witbier smells like.

Taste closely follows aroma. There's more clove on the palate than picked up in the nose, and the spices really pop once the beer is on the tongue. The finish is quite dry, which immediately makes me want a second sip.

In the mouth, there's a significant carbonic prickle, and it follows the beer down with the swallow. The beer is not particularly high in alcohol but it leaves a warmth in the stomach.

Overall, this is a very tasty beer and could be drunk in significant quantities if desired, especially on a hot day.

Cheers!"
White,4,Pours a very pale yellow. Thin foam. Odd fruity aroma. Spicy clove body. Fades quickly to a fruity clean finish. Good flavor. Not too overwhelming. A great beer for the style.
White,4.3,Outstanding taste and smell. My go-to beer.
White,4.17,"Very classic wheat beer. Taste has notes of bubblegum. Pours a deep golden color. Overall, easy drinking and a perfect example of the style."
White,4.73,A delicious beer anywhere you find it!
White,4.16,"12oz can. Can bottom is stamped 'PACKAGED 5-30-22'.
Cloudy, pale straw colored body. Pillowy white head. Leaves behind webs of lacing.
Aroma of wheat and coriander.
Taste is soft wheat, notes of coriander spice, and a bit of orange citrus.
Medium mouth feel, but soft. Very good carbonation.
Easy drinking wheat beer with orange citrus highlights."
White,4.05,Really nice wheat beer that tastes strongly of coriander with yeast and a bit of orange citrus and slight hops.
White,5,"Wonderful Wit! great notes of banana, and a nice 'belgium finish.' Teriffic beer."
White,3.58,Not good for the price point. Has a very strong bitter aftertastes
4th Anniversary,4.28,4th anniversary re-boot for 8th anniversary.
4th Anniversary,4.09,"Cloudy orange with a fat finger of dense, off-white foam head. Good retention and thick lacing.

Big pineapple aroma with tropical Starburst, dank jungle weed and mango beneath.

Pineapple-forward taste as well, coupled with an interesting herbal note that lends some slight bitterness in the finish. There was fairly strong Playdoh in there at first, too; it might have been connected to the head, because it faded after the first few sips.

Full bodied with fairly zippy carbonation.

Lots of fantastic elements in this. The Playdoh was a huge let down at first, but again, that off-flavor didn’t last too long."
4th Anniversary,4.3,"Holy cow was my reaction to seeing this. It poured very thick. Orange color. 2 finger white head. The head retention is amazing, considering the ABV. Beautiful lacing on the glass.
The nose is well, fairly minimal. Which surprises me. I'm just getting a faint citrus from it. Just a hint of pineapple, and grapefruit. Very minimal.
Taste - Now the taste is another thing all together from the aroma. This is a VERY hoppy beer. There's just a ton of citrus in it. Pineapple, grapefruit, orange - all there. Tons of hops in the flavor.
This beer is thick as heck here, which doesn't surprise me one bit. The hops just cling to my throat, and don't let go at all.
While this beer is light in the aroma department, it more than makes up in every other category. Another damn solid beer from Other Half."
4th Anniversary,4.34,"Poured from a can (2/5) into a Teku

L: solid yellow/tan color, small white head that dissipates after a minute, minimal lacing

S: tons of ripe/overripe fruit (passionfruit, mango, papaya, citrus) with a slight sweet/boozy note, almost creamy

T: everything carries through in a very impressive way. Juicy and smooth, nearly creamy, with the slightest bit of bite at the end and a tiny hint of alcohol

F: soft, smooth, solid

O: just as I remembered, a great triple ipa full of those dank fruit notes I enjoyed"
4th Anniversary,5,Pure perfection. Fruity and juicy. Tasty and simple. Liquid perfection squared. If all OHs beers were this good then the FDA would need to regulate this brewery because it is a highly addictive substance. Thank goodness this beer is not released regularly.
Cellarman Barrel Aged Saison,4.32,"Poured from a 750mL bottle into my Troubadour tulip:

Lightly hazy icterine liquid supports a half finger of magnolia soft peaks. Crenelated, nearly rocky lacing; superior retention.

Lemon curd, wildflowers, hay, and short bread in the nose - mild wild notes and hints of white grapes as well.

Brett. forward on the palate, tart, funky, and gently peppery. Unripe pears, meyer lemon, and some minerality. Low bitterness, moderate sourness. More fruit than phenols. Finishes fairly dry with some residual ""wild"" elements. Flavor improves a bit as it warms with some faint peach emerging.

Medium bodied, soft, well carbonated. Refreshing yet satisfying.

Well crafted; controlled rather than rustic. Better with food, as the ale's flavors seem more refined and diverse in contrast to whatever bread/cheese you might pair them with."
Cellarman Barrel Aged Saison,4.65,"On tap at Windsor Homebrew in Anaheim, CA.

Tally ho! I feel like Errol Flynn in “The Seahawk” while drinking this thing. Just wow. It’s as if nothing can stop me and that I could have it all. Maybe my mind is even a bit blurred and stirred by its beauty. So much so that I think that I don’t need Olivia de Haviland because I want them all.

I am lost. I am found. I am. I just am."
Cellarman Barrel Aged Saison,4.36,"No bottling date (number on inside of cap indicates potential batch 10 or later, released in 4/2020); consumed on 12/31/21

Pours a barely translucent dark honey-gold body capped with two fingers of rocky, fluffy, off-white foam; solid head retention leaves a craggy sliver of cap, a moderate, frothy collar, and a haphazard spatter of spotty/webby lacing dotted across the walls of the glass.

Aromas open to green apple with waxy hints of medicinal mango as touches of straw accent saison yeast toward composted guava over the middle; moist oak meets waxy funk with hints of lemon peel into the back end for a culmination of active, oily bacteria bursting with funky fruit.

Taste shows evenly dispersed lactic funk in the backdrop against a predominant waxy tropical fruit overlay lingering across the palate, with zesty lemon and oak barrel to an interlude of musty white wine tannins and a grassy back end; shades of barnyard with waxy white grape funk persist as lemon zest remains through the finish.

Mouthfeel brings a medium body with ample, fluffy carbonation on the higher end of moderate; a slick, oily funk peaks to a glistening lactic tartness over the mid-palate, mild yet indomitable as a clean brightness with a hint of prickly grit disperses through the back end, leaving a predominantly clean, activated finish.

A bright, funky peak reached casually and with an almost unflinching consistency, the oak is a subtle background contributor interwoven with the bacterial evolution of a ripe tannic structure; bold and unwaveringly dynamic."
Cellarman Barrel Aged Saison,4.46,"Appearance - The beer poured an orange-gold color with a bubbly white head.

Smell - The nose had pleasant citrus notes with the saison funk also apparent.

Taste - My initial impression was the taste of green apples. The sour impression fit the green apple notes. The saison aspects produced a vinegary funk. Any sweetness from the beginning was cancelled by the dry finish.

Mouthfeel - The carbonation gave influence to the dry finish.

Overall - This is pretty much everything I want in a saison. I don’t need heartburn medicine to drink this beauty."
Cellarman Barrel Aged Saison,4.49,"A 750ml bottle, with no bottled on or best before date (although I’m pretty sure it’s either B1 or B2). Poured into a Tilquin stemmed glass.

Appearance: A hazy golden colour with a one finger white head that dissipated fairly quickly to a ring around the glass, while leaving some lacing.

Aroma: Funky, barnyard, minerals, light tartness, tropical stone fruit, apricot, unripe berries, green apple, citrus, grapefruit, lemon peel, oak, a touch of grains, with slight pepper notes.

Taste: Tart, tropical and citrus fruity, grapefruit, apricot, green apple, light funk, oak, vinous, with a lightly spicy finish.

Mouthfeel: Medium bodied with moderate carbonation.

Overall: Unfortunately, I haven’t had the opportunity to try it fresh, but this bottle having aged 6 / 7 years, has aged gracefully with wonderful complex yet balanced aroma and flavours."
Cellarman Barrel Aged Saison,4.37,"A bit of a gusher. Pours clear, dark gold with strong effervescence and three fingers of rocky, meringue-like, yellowed head. Decent retention gives way to thick, webbed lacing.

A little lemon and mixed fruit, clear wood, a hint of must and some pepper in the very enticing aroma.

Sour lemon again up front in the taste. Certainly tart, but without being an enamel stripper. Balanced somewhat by the strong wood, a little funk and again just a hint of mixed fruit sweetness. Maybe a little mineral water or clay in the finish.

Very soft feel. A touch more heft than expected. Soft, tickley carbonation.

A beautifully crafted beer from start to finish. A little more robust than some super refined beers, while still managing to expertly balance the sourness, tartness, funk and wood. A real treat."
Cellarman Barrel Aged Saison,4.61,"Thank you BartS for this
750 ml bottle poured into a mug

A- A slightly hazy golden straw with a massive white head.

S- Tart, lemons, oak, wheat, some funk, touch of grapes, hints of pears.

T- Sour, lemons, oak, earthy funk, some wheat, grapes, some pears.

M- Smooth, crisp, dry, light body.

O- An excellent and easy to drink Saison, definitely on the sour side but still very well balanced and easy to drink."
Cellarman Barrel Aged Saison,4.5,Solid representation of oak BA saison
Cellarman Barrel Aged Saison,4.49,"Bottle from The Beermongers. Thanks, Sam!

A clear golden yellow with a dense white head with good retention and lacing. The nose is pretty excellent, a soft, bright tartness,with notes of key lime, lemon, a light, lightly toasted French oak note, mildly vinous and fruity. There's a little grape, and a real nice Brett expression, lightly spicy with a little clove and pepper and a touch of pineapple juice to go with a mild floral honey note. Really nice depth and structure.

The palate opens tart with a nice blend of lactic and lemon acidity along with a really nice Brett funk. The lactic acidity is sharp but fleeting, priming the palate for the fruit that follows. Delicate pineapple, grape, peach and honey are present. Minimal straw notes. The Brett expression is restrained but thoughtfully executed, pairing nicely with the oak notes, tannins, light vanillin and almost vinous notes. Drying, mildly tannic and earthy on the finish, long lasting with firm acidity. Light in body, crisply carbonated, nicely structured. Impressive."
Cellarman Barrel Aged Saison,4.76,"Bottle picked up from brewery today.
Golden deep copper. Moderate head with lacing. Bubbly.
Bretty tart oaky nose. +Yogurt, vanilla.
Tastes similar to other SARA saisons. Definite tart peach or apricot notes. Tart, lemon, with a little funk. Minerals, yogurt, apples. As expected, more flavors keep showing up as it warms.
Textbook saison body and dry tart finish.
Very nice.
Follow up current batch #11: bought June ‘21. Just amazing saison in every respect."
Anchor Porter,4.72,"Poured from a bottle into a tulip glass.
The body is inky black with a half inch of brown head with a mild pour. Retention is average.
The intensity of aroma is medium. There are notes of malt, salted toffee, rich dark chocolate and black coffee. It smells wonderful.
The intensity of taste is medium high with a dryer and more hoppy flavor than the aroma suggests. Normally, I loath hoppy porters, but Anchor got this one right. With a swallow, the flavor keeps going. There are flavors of toffee, deep dark chocolate, more black coffee than in the aroma and a long pronounced hoppy flavor that's medium in intensity. It's rich and delicious. I've missed having a go to dark beer after New Castle changed. This will likely be it's much better replacement. I usually support local Austin breweries, but this is a much better beer than 512 Pecan Porter which is much more expensive for a four-pack compared to a six-pack of this.
The thickness is just under medium. It's quite dry with a low level of astringency. Well, I finished the bottle before I could accurately detect the level of creaminess. With it's 5.6% ABV, I'm feeling a little numbness in my face. I will open another bottle tomorrow to finish this.
The level of creaminess is high. The carbonation is unique. The bubbles are tiny and tickle the tongue creating a effervescent quality. It has a lot of world class qualities in the mouth feel alone.
Overall, I'm amazed by how excellent this is. After trying a few beers that I didn't care for, Anchor Porter reminded me how truly great a beer can be."
Anchor Porter,4.46,Tasty
Anchor Porter,4.5,"Pours into hotel plastic cup like a stout, frothy tan head
Big tastes of coffee, chocolate and toffee/caramel for being light in abv. Finishes slightly dry. Delicious Union Made Beer to celebrate Labor Day"
Anchor Porter,4.21,"Pours a very dark brownish color with a dark tan head. Smell is of chocolate and coffee, caramel, and malt. Taste is a nice chocolate-coffee and caramel. Good tasting Porter."
Anchor Porter,4.17,The Porter is a dark beer and I got a two finger mocha head in a nonic. The roasty chocolate smell is inviting. The taste is roasty and finishes bitter. The solid mouthfeel bites back with the lingering bitterness. Overall an enjoyable porter.
Anchor Porter,4.17,"From the 12 oz bottle in a snifter. This classic pours a dark blackish brown with
a very nice head of khaki foam that settles to a thick ring, thin clumping layer,
and shows off some nice lacing. Nose of dark coffee, dark cocoa, moderate char,
and roast with subtle dark fruit hints. Flavors hit the mark with dark fruit notes
of black and raspberry, dark cocoa, dark coffee, char, and balanced sweet
caramel malts. Nice mouth feel; medium full body edging towards medium,
smooth, lightly coating, light carbonation, and a balanced char and roast finish
that is lightly dry.

Overall---EXCELLENCE!

Cheers"
Anchor Porter,4.15,"Opened this fresh 12 ouncer and drank it straight from the bottle.
This is a superb everyday Porter, richly delicious, tastes of coffee, mild chocolate, dark malt. Drinks light. Finishes crisp. Excellent American display of the style."
Anchor Porter,4.54,"Delightful dark roast coffee flavors with a hint of chocolate. Crisp, light, and ultimately refreshing.
About as good a porter as any I've tried."
Anchor Porter,3.9,A true American classic. This porter is quite a treat bursting with caramel and chocolate notes. A deep brown dark chocolate color with a nice white-brown head is magnificent. Raise to your nose and you are met with roasted aromas and the beer tastes malty and smooth like melted dark chocolate. A great beer reminiscent of a mocha coffee.
Anchor Porter,2.11,"From the rear label: ""PKG050521""

Appearance: It has a black body with a large, thick, khaki head. The head has a creamy texture on top with shallow lumps and ripples across its surface. Head retention is good and as it slowly recedes it leaves a nice sheet of thick cobweb lacing with large round gaps in the sheeting. It looks exactly like you would picture a Porter in a magazine.

Aroma: There isn't much going on in the aroma here. It has a bit of a phenolic, rubbery scent. As the beer sits there is a scent of nail polish. Very odd aromas.

Taste: Up front there is nail polish and a bit of toasted caramel. Towards the middle the nail polish character comes through even stronger. There is a pleasant note of coffee and faint burnt carbon. The nail polish character really kills the other flavors.

Mouthfeel: There is a medium roasted grain bitterness to the beer and a body that rests on the upper edge of medium. Carbonation feels fine. Drinkability is low given the flavor and aromas.

Overall: A very disappointing beer. The off-flavors in this beer really hamper any positive characters that might have a chance at getting out. I wouldn't recommend this beer. I wouldn't buy it again unless I could try it directly from the brewery to see if it was an issue with the batch, the packaging, or if the recipe is consistently like this."
Anchor Porter,4.65,"Black with a tan head, excellent retention and lace
Dark chocolate, some char, a hint of licorice and dried fruit.
Much more char on the palate, dried fruit, licorice, the darkest chocolate you've ever had, lingering finish
Medium-heavy body and appropriate carbonation
Surprised I hadn't reviewed this one yet, it's an old favorite."
Anchor Porter,4.13,"Serving: 12 oz bottle (“PKG090821”) poured into a 9 oz Libbey Embassy snifter.

Appearance: Pours a deep dark brown with a healthy head of tan foam and sticky lace.

Smell: Rich aromas of cocoa, espresso, dark roasted malt and hints of caramel.

Taste: Dark malt and hops, leaning more towards roasted grains, coffee, earthy minerals and crisp bitter finish.

Mouthfeel: Medium body with lively carbonation.

Overall: Both bright and dark, well hopped and deeply, roasted malt."
Anchor Porter,3.63,Pours very dark. Dark foam. Chocolate aroma. Dry hop body. Chocolate and coffee are present. Fades to a deep roasted malt finish. A little too much carbonation. It takes away from the flavor. Otherwise pretty good.
Anchor Porter,4.4,"Poured into shaker pint. Beautiful chocolate cream head that drops to a ring, with a big patch of lace. Beer is cola and opaque.

Nose is on the creamy side, with some dark fruit.

Taste is sweet and creamy with chocolaty malt and mildly bitter note

Good carbonation on a medium body. Mild bitter finish.

This was one of my first craftier beers. Still great. ""Beer that tastes like beer."" - guy at the liquor store"
Anchor Porter,4.14,"12 ounce bottle poured into a tulip glass. Bottled 5/5/21.

L---Darkest brown color with a big, khaki head that had very good retention and left very nice lacing.

S---Both milk and dark chocolate. Caramel.

T---Milk chocolate moreso than the still present dark. Caramel. Very, very light on the advertised coffee (is 4 months too old for a porter?).

F---Feels bigger than 5.6% ABV. A little bit more than medium body with good carbonation.

O---A really nice one."
Anchor Porter,4.06,"Blind-tasted except for the beer's name and brewery/country, zero reviews below read (yet!)...
L- Black, fat 15mm mid-tan head.
S- Malty
T- Lovely balance of malts and toast.
F- Rich deep stout-like beer.
O- A surprise find off in a rather 'DIY' bottle-shop in the suburbs of Oxford England. Very nice. Might prefer a fresher bottle next time,
Review2018. 355ml bottle BB: 07-2021 Bought from Grog Shop, Oxford."
Anchor Porter,4.2,"Bottled 2/23/21

Yet again, how have I not yet tried this beer? An absolute classic, especially amongst the early craft beers. From what I have read before, I was under the assumption that this was actually an English Porter, which I tend to enjoy a little bit more than their harsher American counterparts. Anyways, I’m excited to finally try this, no matter what it is

Pours a very dark brown with a finger of creamy tan head that slowly fades to a thin cap and leaves minimal lacing

The nose here strikes a balance I really like between burnt bread and sweeter malt. I’m picking up on aromas of roasted barley, dark bread, lightly acidic coffee, chocolate malt, and very mild earthy hops

A slightly less delicate balance is achieved in taste, leaning more into the bitter and roasty side of things. As I said, this is not particularly my preference, but it is well done. On the front end of the sip I’m tasting dark roast coffee, roasted barley, herbal hops, dark chocolate, and toffee. The swallow brings notes of dark bread, doughy malt, light raisin, herbal hops, and milk chocolate

A medium body pairs with moderate carbonation, resulting in a biting yet smooth beer. Finishes mostly dry with a slowly expanding sweetness

This is crafted beautifully. While not the most impressive porter I’ve had, the execution is just incredible. I need to get this more often"
Anchor Porter,4.4,"Dark brown with a foamy tan head. Aroma of dark malts; cocoa, chocolate, coffee, nut, caramel. Nice dry Porter flavor. Slight bitterness. Finishes really clean. Nice medium body. A delicious example of a Porter."
Anchor Porter,4.33,"Stamped code on back reads PK GO 041620
Tan head above a deep. dark brown but clear beer. The head slumps quickly to a ring and film.
A swirl kicks up the foam and allows the sweet charred grain aromas out. Molasses and maple, campfire and singed spruce tips.
Rich flavors of grilled cherries and leather, scorched sugar and red wine tannins. Just on the edge of sour notes move in mid swallow, slightly astringent bite at the back. Sweet and dry the hops lend a firm bitterness to the smokey malt base.
Body is light - medium - rich in flavor not heavy in body.
A classic Porter bordering on robust. Obviously not a fresh bottle yet still more than enjoyable."
Anchor Porter,4.38,"(355 ml bottle). Pours with a large tan head, colour is very dark, nearly black (= very, very dark ruby when held to the light). Lovely complex aroma where coffee, dark chocolate, prunes, oak and sandalwood shine through. Flavour is initially sweet and mellow, then a distinct bitterness comes through. Coffee notes are dominant. There's something undefined strange in the aftertaste that keeps me from giving it a straight ""5"". Still, this is a top class porter!"
Anchor Porter,4.25,"Reminded of this beer by the How many Beers of Fame have you reviewed? post. Surprised that I have not reviewed this before, have had many times, looking forward to getting again soon."
All Day IPA,3.89,Shockingly good mouthfeel/body for a beer under 5%
All Day IPA,4.3,"Nice and easy IPA. Alot of flavor, but not much! Nice beer for sitting back and relaxing. Great beer!"
All Day IPA,3.92,"Pours a golden color with a decent white head.
The smell is of hops and some citrus.
Taste is of citrus and hops.
Overall, this is a good IPA to have in your refrigerator."
All Day IPA,3.33,"An above average light beer. Lots of flavor and smell for a 4.7%-er. Hard to rate, because there isn't anything ""wrong"" with it, but it's not special in any regard. Piney bitter, little (to no) sweetness. Again, there's a noticeable amount of flavor and smell for a 4.7%-er."
All Day IPA,3.65,"There’s a ‘little bit’ of everything a session IPA should have, but not a damn thing that distinguishes it from the rest of the pack.
Session beers? Drink Local!"
All Day IPA,3.98,"Aroma is malt,citrus,pine,a little earthy and floral
Taste for the most part follows the aroma.
As advertised its a great session beer"
All Day IPA,3.93,"Everyone else has it pretty much covered. For what I’ll say, there’s quite a lot of additions here to bolster up the smell, taste, and mouthfeel. Flaked corn, wheat, barley, oats. Definitely comes through in the body and finish, body is thicker than any beer at 4.7% should be, crisp finish. Excellent malty, grainy, aftertaste with the weight of a medium bodied beer, despite the beer being a little more sessionable than a full medium-heavy bodied beer . Not particularly bitter, though my tastebuds might be hop fried these days. Founders knows what they’re doing. It’s not unbelievably complex and yet, for a session beer, it also kind of is. Very pleasant stuff."
All Day IPA,4.37,"Yields a slightly clouded golden amber color with a huge, spongy head.

Smells of ripe oranges, papaya and spicy garden herbs among lighter blueberries and fresh cut limes.

Has an utmost refreshing and light mouthfeel to it, due to its well balanced body and fitting, prominent effervescence.

Tastes of malty, slightly resinous caramel among headstrong, bitter hops, leading with unpretentious limes, as well as more subtle exotic fruits. Offers a pleasant bready middle part, with even more pronounced bitter limes, creating an intriguing, yet easy to comprehend and well working interplay. Finishes with a bit more luscious oranges and papaya among rustic bread rind, a note of resin and long lasting, finish defining bitter limes.

This is great! Such a refreshing, perfectly balanced low abv beer with a satisfying complexity is hard to find."
All Day IPA,3.54,"You’ve read the reviews. You’ve read the tasting and smelling notes. All you need to know, is that this should be your go to session beer. Happy 4th!"
All Day IPA,3.93,"Clear light amber color with a moderate ivory head that sticks around fairly well and produces some nice lacing.
The aroma is light sweet malt with citrus and a touch of pine.
The taste is likewise grapefruit, tangerine, light malt with a dry lingering grapefruit pulp and pine resin finish.
The body is medium, fairly smooth, good carbonation, very drinkable.
Altogether this brew is, as advertised, an excellent session brew, especially during warm weather, light and refreshing, enjoy."
All Day IPA,3.83,May-22
All Day IPA,4.5,"OMG, why have I waited so long to try this beer. Its been out for several years now and it's still the best sessionable IPA I've ever had. Mouth feel is crisp, refreshing, and carbonated. Taste is that of an old school WC IPA, hoppy, malty, with a little pine. This beer is great for day drinking. I'll be keeping my fridge stocked with these guys this summer."
All Day IPA,4,"Founders Brewing Co. ""All Day IPA""
19.2 fl. oz. can ""CANNED ON 03.22.22 21:14;48 1"". Sampled on 05.16.22

Notes via stream of consciousness: I'm not sure what happened to the review I already did but at the end of it I said that this was my favorite session IPA. Let's see if that stands the test of time. It's poured a lightly hazy deep gold body beneath a full head of slightly off-white foam. The aroma is citrusy and piney over a delicate and lightly bready malt base. On to the taste... it's basically the same. The malt is lightly sweet, bready, grainy, and biscuity. The hops deliver notes of grapefruit, tangerine, and pine. There's a light touch of hop resin to it as well. The bitterness clocks in at 42 IBUs balancing it and bringing it to a dry, bitter finish with some citrus pith and pine lingering. In the mouth it's medium bodied and crisp. The head held up pretty well and it's left some nice lacing about the glass. In my opinion this is very much a pale ale with extra hops and that's fine with me. It's 4.7% ABV which is .3% below Budweiser (at least in the U.S.), and 140 calories. I've had multiple servings of this over the course of a day (COVID lockdown!) and I can truly say that it continues to deliver. Now, are there pale ales out there that could do the same thing? Of course there are, but this is an easy go to. If you haven't had it I suggest you try it.
Review #7,977"
All Day IPA,3.88,"Had this from a bottle.
A: pours an orange body with small white head with ok retention and lacing.
S: sweet, earthy grapefruit smell with some sweet undertones
T: a grapefruit, hoppy tasting beer; a nice malt taste
M: medium bodied and pretty smooth; fairly crisp
D: nice feel and taste combo; nice drinking beer overall"
All Day IPA,4.65,"It’s not exciting, but it doesn’t need to be. It’s fresh, bright, crisp, refreshing, low alcohol, everything it should be. I gave the look a 5 not necessarily for the beer, but the art work on the can. One of my favorite beers of all time."
All Day IPA,3.84,"Look - poured into a 5 oz tasting glass. dark golden in color, slightly hazy, with not much head but moderate lacing.

Smell - a balance of citrus (both orange and grapefruit) and pine on the nose, along with a bit of sweet malty fragrance.

Taste - light on the palate. moderately hopped with a robust malty backbone that balances well. citrusy hops are detectable on the tongue, but focus is more on flavor rather than bitterness. finish is smooth with lingering hoppy fragrances.

Feel - light bodied, average carbonation, and low ABV at 4.7%.

Overall - this beer is everything as advertised: a sessionable, good tasting IPA that is easy to drink and easily enjoyable by anyone."
All Day IPA,4.6,It lives up to its claims and available moderately priced at my local grocery store.
All Day IPA,3.95,"Poured from a 12 oz. can into a glass.
The All Day IPA has a nice golden amber color with a good head.
Citrusy aroma, including orange and tangerine with a touch of grapefruit.
The grapefruit and orange flavors come through nicely, but after each sip you're left with an astringent dryness on your tongue.
Light to medium body, perfect for a session beer
It's drinkable, but after one or two the astringency definitely has me wanting to switch to something else."
All Day IPA,4.35,"Nice mid-hopped moderate ABV IPA. It's called a Session IPA for a reason. Satisfies the IPA hoppiness without blowing you away with bitterness. Purchase 15-pack of cans from Foundry Wines & Spritis in Owings Mills, MD."
All Day IPA,3.56,"Bottle to pint glass. Bottled 9/1/2021.

L: Clear, copper colored, moderate head with good lacing.
S: Pretty light, mostly grassy/floral hops.
T: Stronger version of the smell; light hop flavors, nothing too overpowering.
F: Dry, a little resiny.
O: Nothing extraordinary but a good beer for sessioning at the bar or in the backyard."
All Day IPA,3.81,"Sweet floral and citrus on the pour, medium sharp tang on the tongue that settles into a slightly-bitter pinewood taste. Subtle malt flavor in the background. A nice step up from an APA for the recent hops voyagers out there, and a decent ""all day"" for the rest of us."
Coffee Cinnamon B-Bomb,4.79,"Look: black with a thin mocha head

Smell: rich malts back up with bourbon, a nice coffee note that is strong but not overpowering, a bit of dark fruit

Taste: very similar to the smell, a great medley of flavors that come together for something greater

Feel: smooth and velvety"
Coffee Cinnamon B-Bomb,4.31,"2022 vintage

Alright, time for the highest rated American Strong Ale, which is quite the ambiguous style, but I’m excited regardless. Especially after having The Rusty Nail and knowing they excel at using cinnamon as an adjunct, I can’t wait to try this. Let’s get into it

Pours a very dark brown with a finger of dark tan head that fades to a thin cap and leaves minimal lacing

This is super cinnamon forward in the nose, almost too much but it’s still nice. I’m picking up on aromas of earthy cinnamon, cocoa powder, sweetened coffee, spicy whiskey, and toasted oak

It’s a bit more balanced in taste, and very good, but I was expecting this to pop more. On the front end of the sip I’m tasting milk chocolate, toasted oak, earthy cinnamon, raisin, earthy whiskey, brown sugar, and toffee. The swallow brings notes of earthy cinnamon, sweetened coffee, milk chocolate, toasted oak, caramel, and bourbon. Gets better as it warms but I wanted more complexity out if it

A medium full body pairs with moderate carbonation, resulting in a lush yet zippy beer. Finishes dry for everything going on and drinks well below the 13% listed

Given the fact that it improves over the course of drinking it, I have to bump this one up a bit in the overall. Still not everything I was hoping for but very good"
Coffee Cinnamon B-Bomb,4.43,"2022 version on draft.
Very solid offering.
Balanced + creamy for the amount of booze and adjuncts it has.
Still could only stomach 6oz worth."
Coffee Cinnamon B-Bomb,4.54,2018 Vintage on 12/24/2021
Coffee Cinnamon B-Bomb,4.33,"2017 limited release Coffee Cinnamon Barrel Aged B-Bomb, imperial winter ale. Aged (4 years? or nearly 5?) in my cellar and served chilled in a Chimay chalice. Oil slick appearance and a big warm cinnamon nose that fills the room. Really that aroma is hard to beat. Flavor is creamy and mouth-encompassing with waves of caramel, cinnamon candy. Ultra-fine carbonation adds milkiness to the mouthfeel. Mocha and coffee flavors are initially mellowed but there's a more pronounced coffee bitterness in the aftertaste. Vanilla flavors from the bourbon are also mellow, and I don't get any harsh whisky flavor at all. Pretty amazing for 13.0% ABV. World-Class absolutely describes it. I don't believe I've ever had this fresh, but I have no regrets about aging it this long."
